tweet_id,text,retweets
1264240020128509954,"This is serious. Happened today in Manhattan. As a public defender for over a decade, I have tried cases where the Manhattan DA uses a ""hysterical 911 call"" as categorical evidence of guilt. Usually there's no video like this to refute it. (1/4) https://t.co/rvRE8QFT5N",18355
1267200777375715329,10 years ago today this happened https://t.co/zckEHs7Da5,18354
1256645650357207040,"Mark Zuckerberg created a website to rank his female classmates by their appearance and it ended up destroying democracy, in case you're wondering about the consequences of toxic masculinity",18301
1265601615261827072,"celebrities when ppl are looting 
vs when police brutality happens https://t.co/hJqsVPiivN",18193
1266849559575175170,This would have never made it to twitter if I happened to me 🌚 https://t.co/0Kzu3st9TE,18014
1264300814883004416,MSDNC and FAKE NEWS CNN are going wild trying to protect China!,17969
1259635624786739202,I HOPE SOMETHING UNEXPECTEDLY GOOD HAPPENS TO YOU THIS WEEK.,17968
1263282490099326978,"DO NOT TRY THIS AT HOME. Practice social distancing. Watermelon Sugar Video Out Now.

https://t.co/CFnaJ3JpFb https://t.co/jUjdOxFN1i",17945
1265821476390871040,"China is on a massive disinformation campaign because they are desperate to have Sleepy Joe Biden win the presidential race so they can continue to rip-off the United States, as they have done for decades, until I came along!",17788
1258543571101036544,"Candace Owens just had her posting privileges suspended after telling Michigan residents that they should go back to work.

This is what happens when Twitter doesn’t agree with you.

They should unsuspend her immediately.

RT so they can’t ignore!

#FreeCandace",17781
1258065401315037184,Okay so this happened today... all because i asked a HAIR stylist a question about HAIR https://t.co/qMj2XcZoEK,17775
1258797162684653568,Imagine not prioritizing the pandemic in the middle of a pandemic.,17607
1266754810293792768,"....Twitter is completely stifling FREE SPEECH, and I, as President, will not allow it to happen!",17557
1260787930659876864,I DIDN’T THINK THEY’D THROW IT BUT THEY DID https://t.co/WTEk2T2n95,17556
1262589109517733888,"demanding the state be reopened amidst a pandemic 
vs 
demanding justice for #GeorgeFloyd https://t.co/jZKLjUUsbc",17406
1264509979035344897,I dont think the 13 year olds on this app realize that no matter how mature you are or think you are. you're not emotionally mature for the for the shit that happens on social media. it's not fun growing up on the internet.,17326
1259390631790759937,Premeds who don’t think healthcare is a human right are just business majors who can do science,17313
1257078033703489537,"If you think wearing a mask is stressful, ask a kindergartner how active shooter drills feel.",17280
1266326065833824257,"Great reviews on our handling of Covid 19, sometimes referred to as the China Virus. Ventilators, Testing, Medical Supply Distribution, we made a lot of Governors look very good - And got no credit for so doing. Most importantly, we helped a lot of great people!",17269
1264900450614218752,"Peter Daszak is a British-born American PhD who’s spent a career discovering dangerous viruses in wildlife, especially bats. In 2003, he warned 60 Minutes a pandemic was coming. Two weeks ago, NIH funding for his virology research was killed. https://t.co/dnEmFCF1MI https://t.co/pKnnffNNOH",17262
1263959581841072141,"Mexico is sadly experiencing very big CoronaVirus problems, and now California, get this, doesn’t want people coming over the Southern Border. A Classic! They are sooo lucky that I am their President. Border is very tight and the Wall is rapidly being built!",17261
1256570859935932416,Cinco de Mayo falls on a Taco Tuesday in the middle of a pandemic named after a Mexican beer.,17240
1260956986079936512,"The United States cannot have all Mail In Ballots. It will be the greatest Rigged Election in history. People grab them from mailboxes, print thousands of forgeries and “force” people to sign. Also, forge names. Some absentee OK, when necessary. Trying to use Covid for this Scam!",16962
1267037457935224833,"Today is the anniversary of the Tulsa massacre that happened May 31st, 1921 in Tulsa, Oklahoma. White people attacked, looted and set fire to a black city now known as “Black Wall Street”. 99 years later and here we are.",16960
1266434153932894208,Whats sad is that we didn’t know that the last time we hung out with people was literally the last time we’ll be able to spend time with them. It all happened in the blink of an eye and suddenly we’re in a different norm. https://t.co/eluqAkfp4g,16946
1265481886668709888,Cop falls off the truck and immediately pepper sprays nothing. A bit of insight into their 8 weeks of training before being allowed to commit war crimes https://t.co/EAHRcoZQyx,16941
1264926971890409472,"Today, I reported to Congress that Hong Kong is no longer autonomous from China, given facts on the ground. The United States stands with the people of Hong Kong.",16876
1262887793161834498,I am proud to announce that the United States will donate ventilators to our friends in India. We stand with India and @narendramodi during this pandemic. We’re also cooperating on vaccine development. Together we will beat the invisible enemy!,16870
1261813182353596421,"BREAKING: man critically injured at Dallas riots 

It appears he attempted to defend a shop with a large sword 

Looters ran at him, then he charged rioters 

They then beat him with a skateboard and stoned him with medium sized rocks 

I called an Ambulance and it’s on the way https://t.co/kFxl3kjsBC",16812
1266912627193774080,And KEEP THIS SAME ENERGY WHEN YOU VOTE. The worst thing that could happen is this all happening for nothing.,16769
1263267220496568320,Wear a mask.,16763
1259631071831957505,My friend #emeraldblack is pregnant was pulled over for her tags and was aggressively pulled out of her car (clearly pregnant) flipped her on the floor and arrested her and stomped on her stomach causing a miscarriage. Please bring awareness because the Bay Area won’t cover this https://t.co/eyR75VGBTr,16734
1258481675488694272,"as protesters march on Trump Tower in Chicago &amp; the White House, a frank media might point out the death of Mr.Floyd happened under a democrat mayor, democrat senator, democrat governor, with a democrat county prosecutor. the only person who did shit was a republican. Trump.",16713
1264912066672046081,"TRANSITION TO GREATNESS! Get ready, it is already happening again!",16701
1262264331988692992,The cookies have had enough of social distancing https://t.co/XCa8t8IDap,16670
1265506855255752706,"The number of Coronavirus cases is strongly trending downward throughout the United States, with few exceptions. Very good news, indeed!",16660
1265850234116005890,do i yell at friends for breaking social distancing knowing it will probably just alienate me from them or do i just shove that anger deep inside me forever and pretend they arent being horrifically selfish,16591
1265461430737874944,"rappers be like “i’m sippin lean you sippin water”
like ok...??? that’s fine bro",16490
1266963720074178560,"Doing REALLY well, medically, on solving the CoronaVirus situation (Plague!). It will happen!",16477
1260229366455377923,"Please don’t complain to us that a store you went to asked you to wear a mask.

Our coworkers have died from COVID-19. An unhinged desire to express “individual liberty” is not more important than our lives.

Wear the damn mask.",16456
1266880168985079808,new zealand were fast to act and had some of the strictest lockdown rules in the world. today they reopen and look almost back to normal. crazy what happens when you have a government that puts the welfare of its citizens before profit,16376
1260237560334487552,I made you a Government COVID Slogan generator https://t.co/qfCDRrLfzu,16196
1261122553461923840,"I give, and have given from the beginning, my entire yearly salary, $400,000 to $450,000, back to our government. Last check to HHS Covid relief. My great honor! https://t.co/Vv6Uyz9MkF",16163
1260375103855980544,Coronavirus: Monkeys 'escape with COVID-19 samples' after attacking lab assistant https://t.co/neUMb0nuhy,16138
1266914494170595328,This grandfather built his grandson a a rollercoaster in the backyard during the pandemic and it’s definitely the Twitter content I’m here for...https://t.co/9YidJLGREs,16134
1262393595560067073,"When I wrote these words, I didn’t know if anyone would read them. I certainly didn’t think this would happen.

I wrote them for my patients, my colleagues &amp; myself.

Please watch this. Please share this.

This has been our reality. We can’t go back here.

https://t.co/JzxcHJKFuP",16008
1265654076206911488,"A lot of interest in this story about Psycho Joe Scarborough. So a young marathon runner just happened to faint in his office, hit her head on his desk, &amp; die? I would think there is a lot more to this story than that? An affair? What about the so-called investigator? Read story! https://t.co/CjBXBXxoNS",15981
1259888123930005504,"Please, never joke about someone's weight, facial features, insecurities, grades, parents, appearance, scars and misery, please don't do that.",15978
1256576858923073539,Police fire tear gas into a peaceful protest of George Floyd’s murder but stood like the goddamn Queen’s Guard when white assholes w guns storm the state capitol protesting HAVING 2 WEAR A MASK IN A PANDEMIC. We live in 2 America’s &amp; if this doesn’t make it clear ur a dummy,15874
1260648444865081345,Quarantine DAY 4 https://t.co/iFQZZHkWrD,15863
1265514792560873475,"Remember this, every Governor who has sky high approval on their handling of the Coronavirus, and I am happy for them all, could in no way have gotten those numbers, or had that success, without me and the Federal Governments help. From Ventilators to Testing, we made it happen!",15806
1258105871353229317,"We're being taken for absolute mugs. Our parents, our kids, our carers, our health workers, every one of us. It's such a sad day.",15789
1265873020826124294,"If you watch and RT one thing this week make it this. 

The media in their role as protectors of Obama, his administration, and the DNC are acting like thes things didn’t happen or don’t matter so let’s make them cover it! https://t.co/XSOhDKS7pg",15760
1258913799530319872,Face ID be pissing me off bitch it’s me with a mask 😂😂,15750
1266096344797593601,Yall let this happen and i will march with them hispanics in Langley park https://t.co/kjnkKgWx7O,15573
1266521204099186688,Concast (@NBCNews) and Fake News @CNN are going out of their way to say GREAT things about China. They are Chinese puppets who want to do business there. They use USA airwaves to help China. The Enemy of the People!,15560
1257654038406942723,A name that’s not appearing NEARLY enough in the “news”- VINDMAN. Media covered his bogus Ukraine transcript constantly. Dems yelled “impeach!” NOW he admits to actually making up parts of it. Another hoax exposed. And yet again the media cover the fake scandal but not the TRUTH.,15489
1261364756968951808,Downtown LA remember small business ain’t got nothing to do with this. Don’t repeat history. They have families that depend on them. The video might be old but this type of shit is happening to small business which is not fair https://t.co/5MEPHYht9n,15442
1260013672371326976,This boy had his hands up when an NYPD ofcr pulled his mask down and pepper sprayed him. ⁦@NYPDShea⁩? Mayor ⁦@BilldeBlasio⁩? https://t.co/YtXDOoVckA,15368
1265011145879977985,this was a few months ago before Corona blew up but my gma is so dramatic she heard me coughing and grabbed me by the throat &amp; started praying like girl 😂😂😂  i’m crying https://t.co/DO5QLDsboh,15359
1261650261862383616,"Declassified documents reveal V.P. Biden ordered the unmasking of General Flynn’s private conversation.
Anyone think that Biden might have abused his power to go after a political opponent...",15358
1264262838622830601,"Me with a mask:

FaceID: Bro ?",15357
1261423229626810369,"A security guard at a Family Dollar store in Michigan asked a woman to put on a state-mandated mask before she could come in. She spit in his face, then came back later with her father and shot him in the head, killing him.",15315
1266882604755759105,The american healthcare system: https://t.co/968OZwX6eb,15294
1260635872271228928,Karl Anthony Towns lost his mother due to COVID-19. He’s outside demanding justice for the murder of George Floyd. Can’t even imagine man. https://t.co/fnrBzsSJiI,15289
1261465369086025729,I will be lowering the flags on all Federal Buildings and National Monuments to half-staff over the next three days in memory of the Americans we have lost to the CoronaVirus....,15177
1259293255692361730,"As I have said for a long time, dealing with China is a very expensive thing to do. We just made a great Trade Deal, the ink was barely dry, and the World was hit by the Plague from China. 100 Trade Deals wouldn’t make up the difference - and all those innocent lives lost!",15152
1266494727978958852,"Big Congressional win in California for Mike Garcia, taking back a seat from the Democrats. This is the first time in many years that a California Dem seat has flipped back to a Republican. Also, Tom Tiffany beat his Democrat rival BIG in Wisconsin. Two great Congressional WINS!",15118
1258018688231407618,“Oh shit my mask.”,15036
1266244592065634305,only kdrama stans know what happen here ; https://t.co/hUJYZKDDyX,15027
1260641590621736966,"Covid-19 hasn’t gone away. Anyone in downtown who protested and would like to get tested, my mom is in charge of two testing sites. They test anyone (dont need medical insurance) and free of charge. You do need an appointment so pls lmk!!",14996
1257410811032723459,I have spent the last 24 hours just trying to process this all. Nothing anyone says can take back what has happened. But we can and must all make sure to take action. Too many black lives have been taken from us for far too long. https://t.co/2bOF1mxE04,14942
1267012844609916928,"BAEKHYUN 백현 Unwrapped Candy Cam 🍭 (w/ lyrics)

#백현 #BAEKHYUN #엑소 #EXO #weareoneEXO #Delight #Candy #BAEKHYUN_Candy #큥이_에리_기가막힌_케미스트리 https://t.co/s0hZaEsrSc",14922
1264948182695452673,I can’t date no rapper. Cause bitch who is you talking bout in these songs 😭😭😭😭😭,14792
1258404381722017793,This is why it’s important for physicians to become educated on Black health. Healthcare shouldn’t be looked at with a one-size-fits-all approach. https://t.co/zU0EKr2gty,14754
1258987354934538248,"A lot just popped off at the protest for George Floyd at the Barclays Center in Brooklyn. Pepper spray, batons, and several arrests. https://t.co/ZuciQA82fe",14748
1266637931143483393,“Man that corona? If you even BREATHED in the air you were dead. Six feet under!” - me to my nieces &amp; nephews in 2040 https://t.co/MSTPu49EgA,14674
1258568872988413954,I can think of no better metaphor for this presidency than Donald Trump not wearing a face mask to a face mask factory while the song “Live and Let Die” blares in the background. https://t.co/mJzU1HW7HA,14450
1264589288659922945,"This is a bunch of malarkey and you know it, @senatemajldr. We left a 69-page playbook on how to fight pandemics.

You can read it here if you’d like: https://t.co/zvRGv6ubWt

And make sure to pass along your notes to President Trump. He could use them. https://t.co/CooyBemPSv",14387
1262364231288197123,"Uh oh, wouldn’t want the Commies in blue states to see us Floridians all out at bars having a good time with no face masks

Might destroy their narrative that everyone’s gonna die if we don’t live in a bubble forever! https://t.co/kyqK3oVcQf",14318
1260715836957954048,【5 Corona beer challenge with my sword】 https://t.co/Fumz5XJ3rw,14248
1265492459959709696,"If you read a news story about some European country where, after a fair election, the outgoing president used his last weeks in office to target incoming officials and sabotage the new administration, you’d be appalled 

It happened here, and half the country thinks it was fine",14244
1267163158772408320,Donald Trump is not responsible for the coronavirus. But he does bear full responsibility for failing to protect our nation from the worst public health and economic crisis in our lifetime.,14197
1267006680002260995,Breonna Taylor is my cousin. Louisville police broke into her home unannounced and killed her and boyfriend Kenny Walker was unjustly charged for this case. Neither one was a suspect and had anything remotely to do with this. Kenny charges have yet to be dropped. https://t.co/bbK4q14P2f,14159
1260337500821827584,"“The President has been targeted by Twitter.” @MariaBartiromo  What about all of the lies and fraudulent statements made by Adam Schiff, and so many others, on the Russian Witch Hunt Plus, Plus, Plus? What about China’s propaganda? WHO’s mistakes? No flags?  @foxandfriends",14150
1264155107622608896,okay but why is dispatch out during the coronavirus,14137
1257403121363415040,These rappers had more heat for Gayle King than the police.,14127
1266954236593442816,A few months ago my dude was looking for a tote bag to carry some things to the post office. I gave the biggest bag I had which happened to be bright pink and red. He saw the bag and immediately asked for another one. When I asked why he just insisted on a different color bag.,14107
1260539579007983616,"RESIGN: Today we learned that House Speaker @MikeTurzai has known that Republican Members have either tested positive, or been quarantined, and withheld this information from Democrats including those of us who serve on the committees with those members!",14105
1263887227626704896,quarantine got lebron looking like kimbo slice https://t.co/q9eJqdXbgl,14098
1260019566425456641,I’m still stuck on using tear gas in the middle of a pandemic that hits the respiratory system,14006
1258020179692445697,"If you doubt the power of the press, recognize that Gov. Ron DeSantis handled covid-19 in Florida in excellent fashion, while Gov. Andrew Cuomo handled it nearly as badly as humanly possible, yet DeSantis has dropped in polls and Cuomo is at the height of popularity.",13940
1266926402269523969,"Psycho Joe Scarborough is rattled, not only by his bad ratings but all of the things and facts that are coming out on the internet about opening a Cold Case. He knows what is happening!",13837
1267017073793867776,"Nobody : 
My mom : “YOU GOT YOUR MASK”",13780
1266376619800682500,"Me: I can’t                  also me:
breathe in this 
stupid mask!!!!!!! https://t.co/Hqa1cbAMRP",13698
1266522692326428672,"The men and women of the National Guard have been doing a great job fighting the CoronaVirus. This week, I will extend their Title 32 orders through mid-August, so they can continue to help States succeed in their response and recovery efforts.",13662
1265301249630654467,Politicking during a pandemic is TOTALLY UNACCEPTABLE and INHUMANE.,13600
1258796512328351745,"If you had any doubt about America’s priorities, here’s how the people killing us are equipped vs the people keeping us alive https://t.co/oCb7u74hBQ",13594
1256731376751120388,"Governors should let roads and highway construction begin before heavy traffic starts, which will be soon. Some Governors never stopped, which proved to be very smart. They built and fixed roads during long no traffic periods. Also, saved big dollars!",13587
1257234138823684096,ive never seen a better advertisement to ramp up mask wearing so keep it up https://t.co/Tefr7NzBuS,13547
1258471954664820739,"....These THUGS are dishonoring the memory of George Floyd, and I won’t let that happen. Just spoke to Governor Tim Walz and told him that the Military is with him all the way. Any difficulty and we will assume control but, when the looting starts, the shooting starts. Thank you!",13423
1264714585120092161,Staten Islanders with masks drive out non-mask wearing person in grocery store. #Coronavirus https://t.co/iPQwk7lD9y,13406
1257754348395864068,"A customer came to check out just now and told me to ""take it [my mask] off. Act like a real American."" and a part of my brain just inwardly snapped. What the FUCK kind of thing is this to say to someone deemed an essential worker. I've been here this whole time helping you.",13386
1262499851520131072,"#StayHomeWithSuperM Project

#4 ‘Truth Or Dare’ with SuperM 🤘

#SuperM #WeAreTheFuture #SuperMTheFuture #StayHome #StayHomeChallenge #SuperM_Truth_Or_Dare https://t.co/tEjaUUtdkr",13355
1257442989976231939,"When somebody thanks to Corona virus
 #โควิด19 https://t.co/Pyv3mxogt7",13304
1263689894708178944,"Trump has lied about this crisis. Denied it exists. Fired scientists and oversight officials. Recommended people drink bleach. Stolen PPE from governors he doesn't like.

We need leadership to meet this moment. What we have is gutless posturing, corruption, and disinformation.",13251
1262146618419183616,quarantine days https://t.co/g1yxqe2BKS,13246
1266549838788902914,"....happen again. Just like we can’t let large scale Mail-In Ballots take root in our Country. It would be a free for all on cheating, forgery and the theft of Ballots. Whoever cheated the most would win. Likewise, Social Media. Clean up your act, NOW!!!!",13225
1265045009323241472,How come every cop is outfitted like an Avenger but health care professionals are out there fighting COVID wearing barrels on suspenders,13171
1257277271968276480,"I’m hearing on good authority that #coronavirus is more rampant in the #WhiteHouse than the public is being told. A very high-ranking individual may have also been impacted! The administration is currently mum on the matter, seeking prayers instead. #COVID19",13103
1261631355110162433,"Spokesman speaks stupidly on behalf of China, trying desperately to deflect the pain and carnage that their country spread throughout the world. Its disinformation and propaganda attack on the United States and Europe is a disgrace....",13078
1259989392975855621,"It took @realDonaldTrump one day to issue an #ExecutiveOrder because he was upset Twitter called him out on his lies.

It took him 3 months to order PPE to help fight #coronavirus.",13050
1265090932023549952,"Obama knew details of wiretapped Flynn phone calls, surprising top DOJ official in meeting with Biden, declassified docs show // Remember all the #FakeNews weasels hooting and hollering when Trump accused Obama off wire-tapping his campaign? #DeepStateScum https://t.co/H9IcMmcfA0",13027
1264746677019107328,One of the creepiest and most dystopian things I've seen since the pandemic began: a terrifying camera-equipped remote-controlled robot patrols Bishan-Ang Mo Kio Park in Singapore to -- for now -- warn about social distancing. Look at the fear. Story: https://t.co/12QfT1mcyZ https://t.co/hBGUhmC7N7,12977
1266926177878519809,It’s kinda wild seeing pics of so many police officers all over the USA wearing so much paramilitary gear they look like Robocops while some doctors in our hospitals are still wearing garbage bags for PPE.,12952
1262951526437400576,"CNN spent all day yesterday attacking Rand Paul because he “wasn’t qualified” enough to question Dr. Fauci

...He’s a doctor.

Today—they announced Greta Thunberg would be on a coronavirus panel

When did she become “qualified” enough to speak on a global pandemic?

🤔",12925
1256796013735686144,The 2nd Wave of Covid-19 somewhere stretching with its outfit laying on the bed. Ready.,12831
1266523357631127553,"When the right talk about “going back to normal”, they mean low-paid workers going back to service jobs where they can’t social distance and middle class people continuing to work from home but with an expanded range of leisure activities.",12827
1266230686807023616,"Twitter is doing nothing about all of the lies &amp; propaganda being put out by China or the Radical Left Democrat Party. They have targeted Republicans, Conservatives &amp; the President of the United States. Section 230 should be revoked by Congress. Until then, it will be regulated!",12784
1266523344624631809,Summer semester should be free for students this year.. Fall too. Y’all know people haven’t been working because of the pandemic yet you still want students to pay thousands to take classes.,12779
1258020822792495110,please don't be mad at your body if it gets bigger while keeping you alive during a damn pandemic.,12693
1265076018286600194,"There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday. Likewise the House, which should return but isn’t because of Crazy Nancy P. The 5 minute Abbott Test will be used. Please inform Dr. Brian P. Monahan. @MarkMeadows",12665
1261054993131622400,"It's a race to see who's gonna kill us faster, coronavirus or republicans",12641
1258122919193927680,"Ngl with everything that’s going on, I feel everyone should know their rights when being stopped by the police: https://t.co/7leP29a1e4",12633
1262285520689786887,"Looting leads to shooting, and that’s why a man was shot and killed in Minneapolis on Wednesday night - or look at what just happened in Louisville with 7 people shot. I don’t want this to happen, and that’s what the expression put out last night means....",12532
1256048866614378496,"On Memorial Day, we honor those who gave all for us. That takes different forms this year, but it’s even more vital with the loss of so many veterans to COVID-19.

The way they lived, in service to one another, should be our roadmap in the months ahead. https://t.co/S0sqvuicm8",12497
1263282491043037184,"In order to entertain his daughter who is bored during quarantine they go to the garbage every day together — wearing different costumes. 

Dads, bruh.🌎❤️https://t.co/pGLbgL2T77",12495
1263134957502947328,"Here is the video. On LIVE TV the APD just broke car windows, slashed tires, tazed both passengers and arrested both passengers for NOTHING. RIPPED THEM OUT OF THER CAR. #AtlantaRiots #ATLFORUS #BlackLivesMatter https://t.co/9XFDEdq7qr",12467
1258918921752764421,"I HAVE HUGE NEWS! 

Staunton, Virginia, a city that voted twice for President Obama, 

just flipped 3 incumbent city council seats from 🔵🔜🔴. 

These are monumental, earth-shattering Republican wins.",12396
1256921471286468609,"Serious question. What do you guys think the REAL #coronavirus death toll is? Under 10k? 

Please make this video viral:

""It means technically even if you died of a clear alternate cause, but you had COVID at the same time, it’s still listed as a COVID death."" https://t.co/2fiqCX3QAx",12382
1266422625032642563,"Deactivated my account bc I was so upset about the deadly (lack of) federal response to COVID-19, but the implosion of the Department of Justice with the Flynn dismissal has brought me back. 

The once proud DOJ is now nothing but a political arm of Donald Trump.",12379
1263814853921251333,"Some stories about the fact that in order to get outside and perhaps, even a little exercise, I played golf over the weekend. The Fake &amp; Totally Corrupt News makes it sound like a mortal sin - I knew this would happen! What they don’t say is that it was my first golf in almost...",12366
1262108408334807040,"Agencies Of Jungkook, Mingyu, Cha Eun Woo, And Jaehyun Apologize For Itaewon Outing + Confirm They Tested Negative For COVID-19
https://t.co/qtcFhQLPZY https://t.co/Q2N2kqrX8c",12344
1260365355588993024,"Did you know:

A Brooklyn field hospital was constructed for $21 MILLION to fight Coronavirus

It never saw a single patient.

Why didn’t Andrew Cuomo send elderly patients here instead of infecting nursing homes in New York, needlessly killing thousands?

🤔",12294
1266914025897590787,OHHHH OKAY. they didn’t do this when all those white people was protesting against quarantine huh? https://t.co/KYB9wZTnJu,12291
1259844948960120833,"Dr. Fauci now says the vaccines may not even work well.  Time to move on.  Keep doing our best, back to school &amp; work, reform nursing home policies state-by-state.",12288
1265017530688700421,"wow so Los Angeles just decided to punish protesters by closing COVID-19 testing centers. pay attention to how testing access will be used to punish cities for protesting right now, these systems don’t protect you. https://t.co/lxTe7BuZp3",12285
1265009852516110336,"Yes, and then, people have tweeted at me, ""Oh sure, maybe the Obama Admin left a Pandemic Playbook, but was it specific about this kind of virus?""  

Here is PAGE NINE.  PAGE NINE. https://t.co/921prhwhzU",12284
1266939984457523200,"HCQ - MUST LISTEN&gt;

How fast does this pandemic end if you could start feeling better in as soon as 5 hours??? https://t.co/LOcbznwV7X",12277
1263766711607558147,LA County is likely to extend stay at home orders through the month of July. This means LA residents will be couped up inside longer than Brock Turner was imprisoned for raping an unconscious woman.,12273
1263977286761697280,Getting an 8pm curfew alert on my phone during a pandemic and Depression while Trump invites Putin to the US is about where I thought we'd be in year 4 of Trump.,12257
1266470822564200456,"So the so-called HHS Whistleblower was against HYDROXYCHLOROQUINE. Then why did he make, and sign, an emergency use authorization? @NorahODonnell said, “He shared his concerns with a reporter.” In other words, he LEAKED. A dumb @60Minutes hit job on a grandstanding Never Trumper!",12254
1266553290390552577,BREAKING: Dr. Fauci says every American needs to wear a mask in public.,12224
1260641849280131072,"The President is tested every day.

Every single person he comes into contact with is also tested.

If anyone tests positive, they are immediately quarantined and their contacts are tested.

See? He DOES understand how to stop the virus. He just doesn't give a shit about YOU.",12213
1266618016231456768,"A Senior Intelligence Source tells me there is agreement among most of the 17 Intelligence agencies that COVID-19 originated in the Wuhan lab. The source stressed that the release is believed to be a MISTAKE, and was not intentional.",12188
1262206623004504064,This rollercoaster ride of hyper productivity and excessive laziness during quarantine is exhausting.,12161
1266858036532072448,"Americans are a piece of work. We can’t fathom a society where we pay people to stay home. The two options we can conceive of are: everyone stays out and dies from illness, or everyone stays in and dies from poverty. We don’t stop to ask, might there be an alternate arrangement? https://t.co/97YvaNDnXr",12079
1257788400486297600,Mark Zuckerberg has made $31.4 billion during a pandemic. That’s the looting we should be talking about.,12018
1258886348699652096,“Why are people in LA protesting if it happened in Minnesota ?” https://t.co/rnchjHJ6rk,12001
1264715857944621056,"2 weeks into                    2 months into
quarantine:                      quarantine: https://t.co/scAxZNR5DJ",11954
1256359120413896704,Can we all agree there is nothing brave about not wearing a mask? It is selfish and vain.,11948
1256875534253883393,"Nobody in 50 years has been WEAKER on China than Sleepy Joe Biden. He was asleep at the wheel. He gave them EVERYTHING they wanted, including rip-off Trade Deals. I am getting it all back!",11912
1261690347471671296,"We’ve done a GREAT job on Covid response, making all Governors look good, some fantastic (and that’s OK), but the Lamestream Media doesn’t want to go with that narrative, and the Do Nothing Dems talking point is to say only bad about “Trump”. I made everybody look good, but me!",11909
1262256846191996929,please don’t offer me money for my username unless you’re confident you can outbid a $54 billion pharmaceutical company. thanks love u.,11880
1263402507767857157,SCOOP @CBSNews obtains @RichardGrenell notification to congress declassified “unmasking list” Flynn between late 2016 and January 2017 - Read 3 pages provided by NSA here https://t.co/NozVpQlRn2,11865
1265465763693035520,Forgot my mask @ the crib but a nigga need his toilet paper https://t.co/zAboVzMtbR,11836
1261581118458888192,"BREAKING: German intelligence reports on January 21, Xi Jinping asked WHO chief Tedros to hold back information about a human-to-human transmission and to delay a pandemic warning - @DerSpiegel",11835
1266907621077868544,"BREAKING: Insider Reveals @CherryHealthMI &amp; @CBSNews Staged FAKE #COVID19 Testing Line on @CBSThisMorning

“We knew they(CBS) were coming, had no clue we were going to have to like do FAKE PATIENTS” – RN, Cherry Health

""There were real patients which made it worse""

#ExposeCBS https://t.co/tA4LoS7P22",11808
1261368176148918274,"It's not just Trump. None of this - the 100,000 dead, the tens of millions unemployed, the social fabric shredded, the global reputation collapsed - would have happened without the full support of the Republican Party.",11796
1264168685952008192,"BAMBAM x UNICEF Online Charity Show
2020.5.31 6:00PM (KST)

YouTube: WorkpointOfficial

#GOT7  #갓세븐 @GOT7Official
#IGOT7  #아가새
#BamBam #뱀뱀
#UNICEF_Thailand
#LoveDeliveryFest
#COVID19 #โควิด19
@UNICEF_Thailand https://t.co/Q8Q4OdqHWT",11795
1260091180190240768,I feel sorry for that Professor who lost his job for shagging during the lockdown. He should've just said he was worried his penis had stopped working and he wanted to double check.,11726
1260587020956717058,"Throwing Texans in jail whose biz's shut down through no fault of their own is wrong.

I am eliminating jail for violating an order, retroactive to April 2, superseding local orders.

Criminals shouldn’t be released to prevent COVID-19 just to put business owners in their place.",11724
1260270569624346624,"As an American currently in South Korea, it’s very interesting to me the stark contrast of how different the two countries’ response to coronavirus is. I don’t think most Americans fully understand the lengths that South Korea has undergone, so I’ll try my best to explain.",11676
1262729873761730560,"Today at the White House nurses protested for PPE, with 88 pairs of shoes to represent each nurse who has died from coronavirus.

Yet they didn’t get the attention a few angry white men with guns get.
 https://t.co/CjaVs37rRN",11670
1265775710586712067,Here's a short list of things we do and don't yet know about #COVID19.,11608
1260559563972960256,"Wow! The Front Page @washingtonpost Headline reads, “A BOOST IN TESTS, BUT LACK OF TAKERS.” We have done a great job on Ventilators, Testing, and everything else. Were left little by Obama. Over 11 million tests, and going up fast. More than all countries in the world, combined.",11591
1260167707741368320,A new low: Pulling a prank on essential workers in the middle of a global pandemic. And making essential workers clean up your mess. Despicable. https://t.co/hMu8g5cJY9,11558
1258498492311404549,Why do we have covid tracers and not pedo tracers?,11537
1257137062844784643,"First they burned down our economy, impoverishing millions through the lie of #coronavirus virulence. 
Now they support burning down entire cities. 

This year has been an act of war against @realDonaldTrump and the people that voted for him. 

The Democrats are truly evil.",11532
1262213191817461761,"anonymous has only been back for three (3) hours and has already shut down the minneapolis police website, hacked into Chicago PD police radios and stopped them from communicating about protests, &amp; aired out y’all president all over twitter. they’re not here to play 😭",11495
1264711626961367054,If only Number 10 had acted as quickly and forcefully on the pandemic in March as it has to save Dominic Cummings.,11469
1266587176357244931,"Over 1 million cases of COVID-19. Almost 70,000 dead. What is upsetting President Trump? Tough questions from the press.

Cry me a river, Mr. President. https://t.co/MbSZJ0UMel",11455
1263756489178542081,Last night was the first CA House District to flip Republican in two decades... it is happening!!!,11446
1265862082701873153,BREAKING: U.S. Officials Have Declassified List Of Obama Officials Who Were Involved In ‘Unmasking’ General Flynn | The Daily Wire https://t.co/0ErKG7XMz8,11425
1261501158931259399,"The White House CoronaVirus Task Force, headed by Vice President Mike Pence, has done a fantastic job of bringing together vast highly complex resources that have set a high standard for others to follow in the future. Ventilators, which were few &amp; in bad shape, are now being....",11407
